date,solar output,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
7/16/2022 17:00,6.19008,44.72,60.78,19.08,45.13,0.27,0.19,82.82,19.57,25.98,2.4,0.01,0.03,21.66,71.47,0.02,88.16,2.83,154.2
7/16/2022 18:00,2.6148,0,0,0,0,0.0461,0.1709,90,0,0,0,0,0,19.98,79.46,0.03,88.18,2.13,152
7/17/2022 6:00,0,49.03,63.17,68.78,40.97,0.3,0.19,82.88,21.3,26.8,2.7,0.01,0.05,18.52,87.14,0.19,88.3,3.22,192.6
7/17/2022 7:00,0,233.73,276.33,279.66,135.39,0.49,0.12,69,105.7,123.05,12.85,0.15,0.75,21.37,74.96,0.12,88.38,5.13,187.3
7/17/2022 8:00,0.8686,470.35,504.73,524.53,172.31,0.63,0.13,55.35,212.65,227.33,26.28,0.53,2.62,23.31,64.93,0.16,88.41,6.97,179.3
7/17/2022 9:00,4.8135,672.72,700.53,571.37,218.6,0.69,0.14,42.24,305.07,316.07,39.44,1.07,5.47,24.4,59.62,0.22,88.41,7.37,175.5
7/17/2022 10:00,7.3306,767.9,840.9,342.39,376.22,0.68,0.15,30.47,347.07,379.15,46.07,1.5,7.55,25.19,57.02,0.87,88.37,7.51,171
7/17/2022 11:00,8.8853,771.4,917.4,357.3,348.52,0.63,0.15,22.34,349.76,413.85,47.55,1.66,8.52,25.53,56.53,2.06,88.31,7.54,166.4
7/17/2022 12:00,9.3217,600.83,914.12,203.01,312.04,0.49,0.16,22.3,272.7,412.02,37.92,1.35,6.78,25.48,57.3,3.3,88.24,7.43,162.4
7/17/2022 13:00,7.6785,460.95,836.67,415.04,153.76,0.41,0.15,30.39,203.8,377.07,28.77,0.96,4.78,25.25,58.21,2.76,88.17,7.16,159.5
7/17/2022 14:00,11.1505,468.77,696.4,141.86,264.73,0.48,0.16,42.15,213.5,314.17,29,0.83,4.4,24.83,59.34,1.64,88.12,6.75,158.5
7/17/2022 15:00,10.0208,342.1,502.45,155.19,228.6,0.46,0.13,55.25,158.01,226.83,20.83,0.45,2.22,24.22,60.75,0.62,88.1,6.29,159.3
7/17/2022 16:00,8.5317,182.95,276.23,169.44,118.36,0.39,0.11,68.91,84.04,123.46,10.82,0.13,0.65,23.2,63.79,0.19,88.13,5.69,161.3
7/17/2022 17:00,5.5834,54.78,63.97,48.58,52.06,0.33,0.21,82.8,24.2,27.33,3.02,0.01,0.05,21.42,72.66,0.03,88.18,3.98,163.8
7/17/2022 18:00,3.6476,0,0,0,0,0.0444,0.1701,90,0,0,0,0,0,19.49,81.71,0.01,88.23,3.01,167.3
7/18/2022 6:00,0,37.47,59.42,1.01,43.55,0.23,0.17,82.9,16.95,25.16,2.23,0.01,0.03,19.24,82.23,0.09,88.29,5.27,178.4
7/18/2022 7:00,0,123.03,264.17,64.53,87.27,0.26,0.17,69,56.19,116,7.35,0.09,0.45,21.24,70.49,0.07,88.34,7.42,169.4
7/18/2022 8:00,3.25185,250.52,488.7,64.3,169.7,0.33,0.16,55.32,115.93,217.82,15.89,0.35,1.77,22.73,59.74,0.1,88.38,9.57,161.9
7/18/2022 9:00,5.05575,378.3,686.03,132.96,226.72,0.39,0.16,42.18,172.87,307.73,24.16,0.7,3.72,23.56,56.25,0.17,88.4,9.94,157.7
7/18/2022 10:00,5.6889,489.25,829.72,41.25,355.96,0.43,0.16,30.37,224.45,372.85,31.31,1.05,5.15,24.23,54.29,0.25,88.37,9.79,154.7
7/18/2022 11:00,6.0365,414.58,878.38,14.7,296.96,0.34,0.16,22.19,193.47,391.23,27.04,0.96,4.8,24.67,52.88,0.37,88.3,9.52,153.1
7/18/2022 12:00,7.7626,247.32,884.45,90.09,160.14,0.2,0.16,22.14,116.9,394.81,17.02,0.62,3.12,24.86,52.02,0.54,88.23,9.12,152.6
7/18/2022 13:00,6.2258,209.88,816.17,31.64,133.41,0.18,0.16,30.27,103.8,365.09,15.16,0.52,2.55,24.72,52.21,0.58,88.18,8.52,153
7/18/2022 14:00,8.2351,292.48,680.65,52.06,185.04,0.3,0.16,42.06,135.98,304.73,19.04,0.56,2.95,24.45,52.53,0.26,88.14,7.69,154.6
7/18/2022 15:00,7.6198,258.1,490.95,29.18,189.16,0.34,0.16,55.19,119.49,219.82,16.34,0.36,1.83,23.93,53.62,0.07,88.13,6.78,156.9
7/18/2022 16:00,5.6668,136.23,269.73,0,126.91,0.29,0.16,68.87,62.78,119.45,8.48,0.11,0.52,23.02,56.56,0.02,88.14,5.68,159.2
7/18/2022 17:00,5.6036,35.7,62.4,16.94,41.02,0.22,0.17,82.77,15.78,26.6,2.09,0.01,0.03,21.03,68.75,0.04,88.18,3.33,161.6
7/18/2022 18:00,3.987,0,0,0,0,0.0448,0.1699,90,0,0,0,0,0,19.1,79.22,0.09,88.21,2.54,164
7/19/2022 6:00,0,36.88,63.8,3.05,42.8,0.23,0.17,82.91,16.88,27.72,2.33,0.01,0.03,17.85,87.28,0.28,88.32,3.89,210.9
7/19/2022 7:00,0,141.43,278.08,61.93,108.17,0.3,0.16,68.99,66.47,126.17,9.18,0.12,0.6,19.58,79.69,0.47,88.4,5.42,196.2
7/19/2022 8:00,0.5102,307.8,504.92,97.37,214.42,0.41,0.16,55.29,142.81,230.94,19.4,0.44,2.22,22.01,67.69,1.39,88.44,7.86,176.6
7/19/2022 9:00,3.72135,437.55,698.7,59.61,297.27,0.45,0.16,42.13,204.17,319.93,28.3,0.84,4.53,23.68,61.08,2.16,88.43,9.31,167.7
7/19/2022 10:00,5.3834,434,838.62,330.34,212.8,0.38,0.16,30.27,196.83,383.42,28.91,1,4.93,24.22,59.76,2.89,88.41,9.81,163.4
7/19/2022 11:00,7.1083,572.75,883.33,136.94,294.77,0.47,0.16,22.03,264.47,399.9,36.22,1.31,6.62,24.2,59.81,2.63,88.37,9.64,160.4
7/19/2022 12:00,5.8064,462.02,881.92,45.94,324.76,0.38,0.16,21.97,216.05,399.11,30.29,1.1,5.53,24.16,59.26,2.19,88.31,9.19,158.7
7/19/2022 13:00,8.2775,420.8,804.15,42.72,304.49,0.37,0.16,30.14,196.72,363.42,27.33,0.93,4.57,24.08,58.66,1.52,88.23,8.61,157.7
7/19/2022 14:00,9.0677,362.62,665.15,125.62,210.24,0.37,0.16,41.97,167.12,300.7,23.04,0.68,3.65,24.03,57.58,0.59,88.18,7.88,157.9
7/19/2022 15:00,9.3625,317.9,472.3,235.56,161.1,0.42,0.1,55.13,146.82,213.28,19.11,0.42,2.12,23.61,57.74,0.15,88.15,7.13,158.7
7/19/2022 16:00,8.7822,167.9,255.05,126.08,114.12,0.35,0.08,68.83,78.03,113.85,9.91,0.13,0.62,22.68,60.28,0.02,88.16,6.08,160.2
7/19/2022 17:00,5.66966,41.7,58.17,31.43,40.23,0.25,0.19,82.75,18.27,25.15,2.33,0.01,0.05,20.88,70.54,0.01,88.19,3.7,163.7
7/19/2022 18:00,4.4356,0,0,0,0,0.0448,0.1693,90,0,0,0,0,0,19.12,80.7,0,88.21,2.68,170.5
7/20/2022 6:00,0,50.38,60.95,24.23,54.92,0.31,0.18,82.92,22.34,26.27,2.87,0.01,0.05,17.86,88.65,0.09,88.31,5.07,188.3
7/20/2022 7:00,0,203.57,271.1,210.85,138.82,0.43,0.17,68.98,92.17,121.45,11.61,0.15,0.7,20.94,72.83,0.05,88.35,6.35,171.1
7/20/2022 8:00,4.3063,402.58,496.92,291.08,190.42,0.54,0.12,55.26,184.75,225.16,23.74,0.51,2.55,23.5,58.37,0.33,88.38,8.38,151.6
7/20/2022 9:00,6.49298,469.45,693.05,406.51,177.2,0.48,0.13,42.06,210.12,314.3,28.42,0.81,4.3,24.41,53.68,0.26,88.39,9.05,146.7
7/20/2022 10:00,10.3687,686,836.22,171.88,377.55,0.6,0.16,30.16,311.95,378.62,41.92,1.41,6.95,24.81,52.18,0.14,88.38,9.07,147.2
7/20/2022 11:00,8.917,654.67,916.42,58.75,398.82,0.53,0.16,21.86,300.95,415.4,41.76,1.51,7.6,24.93,51.51,0.09,88.34,8.73,149.7
7/20/2022 12:00,9.1685,628.12,917.1,90.69,374.99,0.51,0.16,21.79,288.12,415.73,40.16,1.46,7.32,25.04,50.52,0.04,88.26,8.18,152.7
7/20/2022 13:00,11.19554,632.08,843.8,213.85,329.48,0.55,0.16,30.01,289.87,382.89,40.1,1.35,6.68,25.06,49.53,0.01,88.18,7.62,155.4
7/20/2022 14:00,11.56973,501.5,704.35,114.35,316.72,0.51,0.16,41.88,230.77,319.96,31.34,0.92,4.93,24.83,48.93,0,88.11,7.03,157.6
7/20/2022 15:00,10.05352,381.77,509.9,264.62,187.32,0.51,0.12,55.07,176.88,232.03,23.15,0.51,2.55,24.22,49.43,0,88.08,6.31,159.9
7/20/2022 16:00,7.9206,198.12,283.95,286.61,100.94,0.42,0.11,68.79,91.47,128.35,11.32,0.14,0.7,23.15,52.24,0,88.09,5.19,162.8
7/20/2022 17:00,5.5091,55.22,68.05,67,46.73,0.33,0.2,82.73,24.2,29.38,2.9,0.01,0.05,20.81,66.76,0,88.12,2.98,166.8
7/20/2022 18:00,3.8599,0,0,0,0,0.0448,0.17,90,0,0,0,0,0,18.66,75.99,0,88.16,2.52,172
7/21/2022 6:00,0,59.65,69.35,94.66,44.04,0.37,0.2,82.92,25.7,29.82,2.97,0.01,0.05,18.52,85.28,0.01,88.2,4.82,168
7/21/2022 7:00,0,286.08,292.25,462.45,110.99,0.6,0.13,68.97,129.72,132.25,14.76,0.17,0.82,21.57,71.36,0.02,88.27,6.77,158.4
7/21/2022 8:00,3.5007,521.1,522.88,689.1,113.67,0.69,0.14,55.23,237.92,237.78,29.51,0.59,2.95,23.03,63.25,0.11,88.32,7.99,152.9
7/21/2022 9:00,6.1634,697.35,718.83,641.91,201.72,0.71,0.13,42,318.91,326.91,41.75,1.15,5.88,23.75,60.05,0.15,88.35,8.01,151.9
7/21/2022 10:00,9.6285,688.05,859.65,550.62,207.34,0.6,0.14,30.05,312.38,390.41,43.16,1.41,7.22,24.28,58.17,0.36,88.34,7.91,151.9
7/21/2022 11:00,8.7655,703.05,926.8,298.34,338.51,0.57,0.15,21.69,320.47,419.95,44.28,1.57,8.05,24.53,57.42,1.01,88.31,7.82,152.6
7/21/2022 12:00,7.0082,500.7,927.3,135.25,259.64,0.41,0.16,21.61,233.38,420.52,33.68,1.21,6.07,24.61,56.66,1.51,88.27,7.63,154.2
7/21/2022 13:00,8.3871,498.83,854.12,247.04,240.41,0.44,0.16,29.88,228.47,388.32,32.91,1.11,5.5,24.66,55.51,1.82,88.21,7.27,157.3
7/21/2022 14:00,9.1463,417.45,714.38,160.83,226.9,0.42,0.16,41.79,192.9,325.83,27.28,0.79,4.2,24.43,54.92,1.53,88.14,6.82,161.7
7/21/2022 15:00,9.8178,351.08,519,289.85,170.29,0.46,0.13,55.01,162.87,237.53,21.67,0.47,2.35,23.87,55.17,0.89,88.11,6.3,166.1
7/21/2022 16:00,6.495,213.4,290.83,333.89,107.3,0.45,0.12,68.75,98.62,132.6,12.08,0.15,0.7,22.93,57.15,0.34,88.12,5.48,170
7/21/2022 17:00,5.5246,61.6,70.47,80.08,48.62,0.37,0.2,82.71,27.25,30.74,3.22,0.01,0.05,20.86,68.67,0.06,88.16,3.43,174
7/21/2022 18:00,4.1498,0,0,0,0,0.0447,0.1691,90,0,0,0,0,0,18.76,78.45,0,88.19,2.89,178.4
7/22/2022 6:00,0,44.22,67.05,57.05,43.91,0.27,0.17,82.92,19.8,29.05,2.58,0.01,0.05,19.28,75.81,0,88.25,6.81,157.7
7/22/2022 7:00,0,216.73,287.92,159.24,170.59,0.46,0.16,68.95,99.53,130.42,12.57,0.15,0.73,21.56,62.86,0,88.32,8.57,152.7
7/22/2022 8:00,4.6423,390.48,517.78,343.95,177.8,0.52,0.13,55.19,178.18,235.67,23.42,0.49,2.42,22.85,56.08,0,88.37,9.54,149.9
7/22/2022 9:00,7.2552,623.3,714.97,209.96,346.49,0.64,0.16,41.93,283.24,325.1,37.44,1.04,5.55,23.77,53.39,0,88.38,9.44,149.8
7/22/2022 10:00,10.69338,751.05,856.58,460.35,278.62,0.66,0.15,29.94,342.7,388.83,46.39,1.5,7.6,24.47,51.31,0,88.35,9.13,151.5
7/22/2022 11:00,10.292,764.78,940.4,311.85,369.25,0.62,0.16,21.52,347.55,427.61,48.2,1.7,8.6,24.91,49.6,0,88.3,8.77,153.5
7/22/2022 12:00,10.95348,766.8,941.12,287.9,382.52,0.62,0.16,21.43,348.12,428.14,48.26,1.7,8.62,25.07,48.6,0,88.23,8.36,155.1
7/22/2022 13:00,10.56982,622.8,868.33,527.33,152.66,0.54,0.15,29.75,282.23,395.9,39.79,1.3,6.6,24.99,47.95,0,88.15,7.84,156.5
7/22/2022 14:00,10.75194,588.62,728.05,286.36,325.91,0.6,0.15,41.71,271.05,333.18,36.78,1.04,5.43,24.68,47.64,0,88.08,7.21,157.9
7/22/2022 15:00,10.73098,446.83,533.08,416.5,190.84,0.59,0.15,54.95,206.83,244.75,26.87,0.56,2.78,24.04,48.27,0,88.05,6.49,159.6
7/22/2022 16:00,8.3839,259.52,302.42,427.56,100.1,0.54,0.15,68.72,119.92,138.58,14.31,0.16,0.8,22.98,51.02,0,88.07,5.52,162.1
7/22/2022 17:00,4.7589,72.85,72.95,206.69,42.88,0.43,0.26,82.69,31.5,31.65,3.45,0.01,0.05,20.72,64.94,0,88.1,3.3,166
7/22/2022 18:00,3.87,0,0,0,0,0.0453,0.1698,90,0,0,0,0,0,18.6,76.2,0,88.14,2.72,171.3
7/23/2022 6:00,0,55.88,68.85,48.89,49.69,0.34,0.18,82.93,25.13,29.78,3.13,0.01,0.05,17.66,87.97,0.04,88.3,4.6,183.2
7/23/2022 7:00,0,239.38,291.55,361.93,140.75,0.5,0.17,68.93,109.38,132.22,13.47,0.15,0.75,20.98,72.21,0.07,88.37,6.33,170.3
7/23/2022 8:00,2.77625,427.95,521.03,529.17,158.09,0.57,0.14,55.15,195.24,237.58,25.35,0.51,2.55,23.14,60.42,0.09,88.4,8,158.2
7/23/2022 9:00,6.99128,671.08,717.75,632.35,184.65,0.68,0.14,41.86,306.6,326.48,40.42,1.09,5.53,24.21,55.95,0.11,88.41,8.19,154.8
7/23/2022 10:00,10.51701,846.08,859.22,612.14,272.82,0.74,0.15,29.82,386.24,389.93,51.77,1.62,8.4,24.9,53.36,0.14,88.38,8.1,153.7
7/23/2022 11:00,12.85384,879.15,935.6,516.89,324.51,0.72,0.16,21.34,400.2,424.38,54.72,1.87,9.68,25.28,51.67,0.25,88.34,7.86,152.8
7/23/2022 12:00,11.895,668.35,935.78,510.66,191.16,0.54,0.16,21.24,298.96,424.55,41.79,1.44,7.43,25.42,50.82,0.35,88.28,7.48,152.4
7/23/2022 13:00,10.6991,686.97,862.28,186.46,390.73,0.6,0.16,29.62,313.3,391.85,42.95,1.4,6.95,25.32,50.09,0.45,88.21,6.97,153.4
7/23/2022 14:00,11.17864,573.55,720.8,315.83,297.39,0.58,0.15,41.62,263.05,328.34,35.38,0.98,5.1,24.93,50.08,0.35,88.16,6.45,155.1
7/23/2022 15:00,10.21964,414.4,525.92,479.11,149.07,0.55,0.14,54.89,189.38,240.23,24.68,0.51,2.53,24.25,50.95,0.17,88.14,5.95,157.4
7/23/2022 16:00,8.702,240.82,296.6,334.44,109.71,0.5,0.15,68.68,109.82,134.9,13.13,0.15,0.73,23.15,53.81,0.03,88.16,5.19,160
7/23/2022 17:00,7.4509,64.32,72.78,126.19,48.03,0.38,0.2,82.68,27.93,31.55,3.2,0.01,0.05,20.89,66.81,0,88.19,3.26,163.4
7/23/2022 18:00,4.497,0,0,0,0,0.0453,0.1699,90,0,0,0,0,0,18.71,76.97,0,88.21,2.69,166.7
7/24/2022 6:00,0,51.17,69.53,89.08,42.27,0.31,0.19,82.92,21.91,29.8,2.65,0.01,0.05,17.45,85.5,0.01,88.23,5.34,191.2
7/24/2022 7:00,0,255.43,290.85,449.58,166.25,0.54,0.18,68.91,115.55,130.7,14.04,0.16,0.77,20.52,75.03,0.01,88.29,6.43,181.4
7/24/2022 8:00,2.09585,469.77,526.97,669.38,191.5,0.62,0.16,55.1,214.1,239.37,27.5,0.56,2.8,23.11,63.15,0.01,88.34,7.82,168.4
7/24/2022 9:00,7.9873,689.15,726.55,519.08,233.66,0.7,0.15,41.78,313.67,329.98,41.22,1.13,5.85,24.51,56.94,0.04,88.37,8.03,163.5
7/24/2022 10:00,10.49758,820.95,869.28,581,288.44,0.72,0.15,29.7,373.64,393.95,50.53,1.63,8.25,25.33,54.25,0.13,88.36,7.79,161.6
7/24/2022 11:00,11.63389,831.33,918.85,403.65,318.29,0.68,0.15,21.15,374.97,413.07,50.67,1.73,8.93,25.79,52.72,0.11,88.31,7.35,160.9
7/24/2022 12:00,8.91508,468.9,919.08,468.67,185.56,0.38,0.16,21.05,207.35,413.29,30.32,1.08,5.38,26.01,51.99,0.11,88.23,6.9,160.8
7/24/2022 13:00,8.54604,457.65,844.78,100.56,263.93,0.4,0.16,29.48,209.94,380.25,29.75,0.99,4.85,25.93,52.07,0.11,88.15,6.47,160.9
7/24/2022 14:00,9.07964,366.3,702.88,158.07,213.56,0.37,0.16,41.53,166.7,316.48,22.99,0.66,3.45,25.55,52.71,0.12,88.1,5.97,160.5
7/24/2022 15:00,8.5479,290.85,506.73,159.78,165.9,0.38,0.16,54.84,132.08,227.91,17.53,0.38,1.88,24.91,54.03,0.16,88.07,5.42,160
7/24/2022 16:00,7.4845,154.15,279.02,45.9,120.77,0.32,0.16,68.65,70.78,124.09,9.27,0.11,0.55,23.88,57.15,0.28,88.09,4.74,159.9
7/24/2022 17:00,4.2149,39.83,65.4,24.08,32.94,0.24,0.18,82.66,17.35,27.79,2.3,0.01,0.03,21.69,70.07,0.23,88.12,2.99,159.4
7/24/2022 18:00,3.8959,0,0,0,0,0.0452,0.1687,90,0,0,0,0,0,19.53,79.84,0.19,88.15,2.58,158.4
7/25/2022 6:00,0,53.35,64.95,25.16,58.23,0.33,0.17,82.92,23.51,27.56,3,0.01,0.05,18.48,86.51,0.12,88.24,4.03,198.8
7/25/2022 7:00,0,208.48,283.83,157.02,141.4,0.44,0.16,68.89,94.55,126.7,11.95,0.14,0.7,20.85,78.23,0.11,88.3,5.3,188.4
7/25/2022 8:00,1.598,409.85,515.58,272.87,267.68,0.54,0.16,55.05,186.46,232.43,24.33,0.51,2.58,23.48,65.76,0.08,88.33,7.49,173.3
7/25/2022 9:00,5.8216,615.2,714,416.29,255.49,0.62,0.14,41.7,279.23,322.12,36.93,1.02,5.32,24.89,58.34,0.07,88.33,8.31,166.1
7/25/2022 10:00,10.3727,721.92,858.15,308.14,334.27,0.63,0.15,29.57,324.99,386.58,43.74,1.43,7.12,25.7,54.14,0.09,88.29,8.44,161.7
7/25/2022 11:00,8.7858,691.7,929.92,66.57,481.76,0.56,0.16,20.96,314.04,418.2,43.23,1.53,7.68,26.06,51.63,0.28,88.23,8.37,158.6
7/25/2022 12:00,9.0374,651.17,931.05,58.44,411.9,0.53,0.16,20.85,296.85,418.77,41.2,1.46,7.3,26.15,50.41,0.44,88.15,8.15,156.4
7/25/2022 13:00,9.1548,501.23,857.42,195.71,242.59,0.44,0.16,29.35,228.53,386.02,32.51,1.09,5.35,26.01,50.21,0.7,88.09,7.75,154.6
7/25/2022 14:00,9.3637,414.85,715.25,96.68,247.9,0.42,0.16,41.44,191.3,322.4,26.56,0.77,4.03,25.66,50.48,0.57,88.06,7.17,154
7/25/2022 15:00,8.7427,291.15,517.67,105.19,193.14,0.38,0.16,54.78,133.77,233.12,18.1,0.4,1.98,25.03,51.52,0.26,88.05,6.42,155.2
7/25/2022 16:00,8.3339,160.25,285.65,171.64,100.28,0.33,0.12,68.62,73.83,127.46,9.48,0.12,0.57,24,54.44,0.01,88.07,5.37,158.1
7/25/2022 17:00,4.76676,50.15,67.57,56.49,45.72,0.3,0.2,82.65,21.98,28.62,2.78,0.01,0.05,21.79,67.76,0,88.1,3.18,162.8
7/25/2022 18:00,3.8118,0,0,0,0,0.0452,0.1688,90,0,0,0,0,0,19.68,78.15,0,88.12,2.66,166.7
7/26/2022 6:00,0,54.53,65.8,48.27,56.03,0.33,0.2,82.91,23.53,27.63,2.91,0.01,0.05,20.18,78.03,1.42,88.15,7,157.2
7/26/2022 7:00,0,248.48,287.67,436.94,143.83,0.52,0.17,68.86,110.86,127.28,13.35,0.16,0.8,22.25,68.52,2.67,88.22,8.69,151
7/26/2022 8:00,5.65685,419.8,522.28,573.22,182.73,0.55,0.16,55,187.55,233.55,24.41,0.52,2.62,23.35,61.47,5.18,88.29,9.9,146.7
7/26/2022 9:00,6.2597,682.25,722.53,449.84,305.16,0.69,0.14,41.62,306.52,323.76,39.7,1.13,5.95,24.13,57.99,7.4,88.33,9.54,146.4
7/26/2022 10:00,6.95268,726.92,867.35,511.96,282.41,0.63,0.15,29.44,325.23,388.6,44.53,1.49,7.45,24.83,54.94,7.17,88.33,9.06,147.7
7/26/2022 11:00,8.2169,781.75,943.9,115.22,427.19,0.63,0.16,20.76,349.8,422.93,47.68,1.73,8.75,25.26,53.13,6.06,88.28,8.7,150.1
7/26/2022 12:00,8.587,530.83,944.8,129.64,354.47,0.43,0.16,20.65,241.21,423.72,34.34,1.26,6.32,25.47,51.95,3.69,88.21,8.43,152.2
7/26/2022 13:00,8.5805,541.08,870.6,310.94,224.48,0.47,0.15,29.21,246.18,391.2,35.03,1.19,5.95,25.47,51.13,1.8,88.12,8.15,153.4
7/26/2022 14:00,10.2437,508.75,728.4,116.79,297.17,0.51,0.16,41.36,231.88,327.95,31.6,0.93,4.97,25.19,50.99,0.76,88.05,7.65,154
7/26/2022 15:00,9.66284,414.88,530.38,362.04,182.34,0.54,0.14,54.73,189.06,238.93,24.47,0.53,2.65,24.67,51.41,0.08,88.02,6.86,155.1
7/26/2022 16:00,10.1119,230.62,297.95,249.14,131.98,0.48,0.14,68.59,104.45,133.17,12.59,0.15,0.75,23.71,54.23,0,88.03,5.67,157.9
7/26/2022 17:00,6.246,64.28,72.5,98.54,52.21,0.38,0.21,82.64,27.73,30.73,3.29,0.01,0.05,21.42,68.02,0,88.06,3.32,163
7/26/2022 18:00,4.1047,0,0,0,0,0.0448,0.1684,90,0,0,0,0,0,19.28,78.22,0,88.08,2.81,170.6
7/27/2022 6:00,0,54.05,69.38,24.32,56.13,0.33,0.21,82.91,23.92,29.48,2.97,0.01,0.05,18.58,86.37,0.4,88.11,3.82,182.5
7/27/2022 7:00,0,232.65,295.25,215.45,157.65,0.49,0.16,68.83,105.27,132.13,13.13,0.16,0.8,21.68,74.17,0.5,88.15,5.25,166.8
7/27/2022 8:00,10.5441,438.25,528.83,429.35,266.24,0.58,0.16,54.95,198.4,238.48,25.63,0.56,2.8,24.16,59.96,0.84,88.18,7.36,149.2
7/27/2022 9:00,11.46289,588.3,728.3,676.41,208.45,0.6,0.15,41.53,265.03,328.48,35.93,1.03,5.5,25.33,54.49,1.11,88.18,7.78,143.4
7/27/2022 10:00,9.96378,749.8,871.38,214.1,381.45,0.65,0.16,29.3,337.75,392.6,45.75,1.54,7.6,25.95,52.27,1.34,88.17,7.74,141.3
7/27/2022 11:00,7.6427,650.25,936.2,71.67,396.07,0.53,0.16,20.56,295.12,420.15,40.89,1.48,7.45,26.24,51.36,1.92,88.14,7.46,141.1
7/27/2022 12:00,8.1929,503.95,936.83,133.8,334.41,0.41,0.16,20.45,231,420.62,33.12,1.21,6.07,26.39,50.66,3.14,88.07,7.08,142.4
7/27/2022 13:00,8.22841,393.2,862.2,184.11,192.3,0.34,0.16,29.08,178.15,387.68,25.55,0.88,4.35,26.29,50.48,3.35,88,6.61,144.2
7/27/2022 14:00,7.4337,234.2,719.05,36.38,144.98,0.24,0.16,41.27,112.91,323.72,16.76,0.51,2.7,25.94,50.8,1.9,87.95,5.99,145.8
7/27/2022 15:00,7.0184,151.02,520.12,44.35,96.42,0.2,0.16,54.68,72.95,233.95,10.78,0.25,1.27,25.28,51.96,0.84,87.95,5.31,147.7
7/27/2022 16:00,6.8942,103.62,287.98,78.58,78.08,0.21,0.16,68.56,47.88,128.1,6.38,0.09,0.43,24.2,54.93,0.43,87.98,4.43,150.1
7/27/2022 17:00,4.8689,22.73,67.6,23.9,23.95,0.13,0.17,82.64,10.2,28.65,1.42,0.01,0.03,21.94,69.31,0.08,88.03,2.56,153.8
7/27/2022 18:00,3.3264,0,0,0,0,0.0465,0.1689,90,0,0,0,0,0,20,77.29,0,88.07,2.21,158.2
7/28/2022 6:00,0,37.25,62.6,13.2,40.97,0.23,0.17,82.89,16.56,26.3,2.22,0.01,0.03,19.09,82.44,0.04,88.16,1.83,193.6
7/28/2022 7:00,0,142.5,279.98,145.69,91.91,0.3,0.16,68.8,64.2,123.82,8.21,0.1,0.5,21.5,68.3,0.09,88.22,2.38,194.6
7/28/2022 8:00,6.91232,279.15,513.88,168.6,167.44,0.37,0.16,54.89,126.55,230.51,17.06,0.38,1.88,24.04,58.61,0.66,88.23,2.8,177.1
7/28/2022 9:00,8.6134,411.77,714.1,95.82,270.72,0.42,0.16,41.44,188.33,321.25,25.78,0.75,3.95,25.41,55.67,1.57,88.21,3.66,169.3
7/28/2022 10:00,9.1274,581.95,857.85,275.77,282.5,0.5,0.16,29.16,262.8,385.84,36.81,1.22,6.03,26.15,54.44,2.29,88.16,4.49,164.5
7/28/2022 11:00,8.0679,598.38,909.6,60.78,416.09,0.48,0.16,20.35,271.03,406.05,36.89,1.3,6.53,26.35,54.5,3.2,88.11,5.04,163.5
7/28/2022 12:00,6.9535,503.7,907.15,239.02,252.15,0.41,0.16,20.24,227.4,404.72,32.08,1.14,5.7,26.43,54.57,4.23,88.05,5.25,162.2
7/28/2022 13:00,7.752,510.48,830.72,45.98,356.23,0.44,0.16,28.94,232.36,370.73,31.57,1.04,5.15,26.36,54.81,4.84,88,5.36,159.5
7/28/2022 14:00,8.97194,455.3,686.08,63.04,283.44,0.46,0.16,41.19,206.92,306.07,27.3,0.78,4.15,25.93,56.24,3.74,87.97,5.42,157.3
7/28/2022 15:00,8.5922,285.23,490.25,119.68,163.69,0.37,0.16,54.63,130.63,218.25,17.13,0.37,1.85,24.97,59.46,2.29,87.97,5.3,156
7/28/2022 16:00,8.2438,145.95,262.5,112.57,95.86,0.3,0.09,68.54,67.8,115.59,8.73,0.11,0.52,24.04,63.3,1.27,88.01,4.78,155.9
7/28/2022 17:00,5.8266,37.4,59.65,17.63,39.29,0.22,0.18,82.63,16.45,25.34,2.02,0.01,0.03,22.3,74.3,0.66,88.07,2.96,157.3
7/28/2022 18:00,4.27635,0,0,0,0,0.0462,0.1688,90,0,0,0,0,0,20.52,83.35,0.48,88.1,2.37,161.6
7/29/2022 6:00,0,37.7,59.03,16.47,40.65,0.23,0.17,82.88,16.83,25.15,2.22,0.01,0.03,19.4,88.11,0.09,88.16,2.06,190.7
7/29/2022 7:00,0,136.23,267.88,59.06,106.36,0.28,0.16,68.77,62.72,118.98,8.32,0.1,0.52,21.33,78.55,0.29,88.25,2.7,194.1
7/29/2022 8:00,0.3853,275.15,498.23,79.89,175.83,0.36,0.16,54.83,127.58,224.2,17.26,0.38,1.92,23.35,68.09,1.52,88.28,3.15,183.8
